time,load,tmp1,wind1,swrad1
2023-03-12 22:00:00+00:00,7.0,-20.5815,1.1384199,0.0
2023-03-12 23:00:00+00:00,8.0,-20.3315,2.2768397,30.0
2023-03-13 00:00:00+00:00,16.0,-18.0315,1.835647,180.0
2023-03-13 01:00:00+00:00,7.0,-15.4815,4.3349743,362.0
2023-03-13 02:00:00+00:00,11.0,-13.2815,7.771331,514.0
2023-03-13 03:00:00+00:00,9.0,-11.5315,8.311245,620.0
2023-03-13 04:00:00+00:00,8.0,-9.9315,7.8625183,675.0
2023-03-13 05:00:00+00:00,18.0,-8.2315,7.5170207,679.0
2023-03-13 06:00:00+00:00,8.0,-6.9315,7.42159,626.0
2023-03-13 07:00:00+00:00,23.0,-6.5315,7.072878,518.0
2023-03-13 08:00:00+00:00,27.9,-6.6815,6.489992,368.0
2023-03-13 09:00:00+00:00,38.158,-7.4315,5.634891,194.0
2023-03-13 10:00:00+00:00,34.347,-10.3315,5.4477882,36.0
2023-03-13 11:00:00+00:00,37.661,-12.3815,3.671294,0.0
2023-03-13 12:00:00+00:00,30.904,-12.9815,3.671294,0.0
2023-03-13 13:00:00+00:00,36.713,-12.6815,3.0758414,0.0
2023-03-13 14:00:00+00:00,25.579,-12.6315,3.396233,0.0
2023-03-13 15:00:00+00:00,30.951,-12.5315,3.319036,0.0
2023-03-13 16:00:00+00:00,33.399,-12.5315,2.5959969,0.0
2023-03-13 17:00:00+00:00,17.688,-12.5315,1.8,0.0
2023-03-13 18:00:00+00:00,18.664,-13.7815,1.484318,0.0
2023-03-13 19:00:00+00:00,39.0,-14.2315,1.2979984,0.0
2023-03-13 20:00:00+00:00,18.1,-14.6815,1.609969,0.0
2023-03-13 21:00:00+00:00,13.0,-14.9815,1.8,0.0
2023-03-13 22:00:00+00:00,14.0,-15.4815,1.9386592,0.0
2023-03-13 23:00:00+00:00,8.0,-15.1815,1.8,32.0
2023-03-14 00:00:00+00:00,16.0,-13.1315,1.609969,177.0
2023-03-14 01:00:00+00:00,18.0,-10.2815,3.7064266,302.0
2023-03-14 02:00:00+00:00,18.0,-8.1814995,7.127636,441.0
2023-03-14 03:00:00+00:00,18.0,-6.2815,9.422101,556.0
2023-03-14 04:00:00+00:00,16.0,-5.0315,10.464797,570.0
2023-03-14 05:00:00+00:00,16.0,-4.6815,11.525623,499.0
2023-03-14 06:00:00+00:00,8.0,-4.5315,12.538134,411.0
2023-03-14 07:00:00+00:00,20.0,-4.6815,11.988594,365.0
2023-03-14 08:00:00+00:00,36.336,-5.0315,10.948973,273.0
2023-03-14 09:00:00+00:00,23.477,-5.9315,9.1641035,137.0
2023-03-14 10:00:00+00:00,26.812,-7.6315002,5.6233797,22.0
2023-03-14 11:00:00+00:00,,-8.7815,5.154415,0.0
